,fips,TOT_POP,0-9,0-9 y/o % of total pop,19-Oct,10-19 y/o % of total pop,20-29,20-29 y/o % of total pop,30-39,30-39 y/o % of total pop,40-49,40-49 y/o % of total pop,50-59,50-59 y/o % of total pop,60-69,60-69 y/o % of total pop,70-79,70-79 y/o % of total pop,80+,80+ y/o % of total pop,White-alone pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,county_pop2018_18 and older,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,diabetes_number,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code,COUNTY_NAME_n,STATE_NAME_n,Heart disease_number
1466,28135,13987,1510,10.7957389,1521,10.87438336,2510,17.94523486,2042,14.59927075,1786,12.76899979,1674,11.96825624,1539,11.00307428,866,6.191463502,539,3.853578323,5649,40.38750268,7969,56.97433331,58,0.414670766,137,0.979480947,14,0.100092943,160,1.143919354,13987,-158,2441,10.7,11.4,-0.8,0.4,-10.9,-10.5,3094,3148,2581,1133,31.1,31.6,25.9,11.4,3852,33.4,40.5,39.4,32692,29425,35959,5399,5114,285,5.3,32692,73.1,191.3,174.8,65.9,61.2,7.1,6.7,9.769492354,0.501119694,0.463652801,5.521683358,5.137647705,15.83444566,0,14552,2813,19.3,28,135,11240,55.6,53.9,57.2,6251,42.4,41.1,43.7,4766,9.4,8.8,10.1,10.9,9.8,12.1,1230,17.6,16.7,18.6,1981,4.2,4.0,4.5,474,6,980,24,1060
1323,27023,11924,1604,13.45186179,1428,11.97584703,1387,11.63200268,1409,11.81650453,1144,9.594095941,1564,13.11640389,1618,13.56927206,1022,8.570949346,748,6.273062731,11163,93.61791345,104,0.87219054,165,1.383763838,104,0.87219054,171,1.434082523,217,1.819859108,11924,-34,237,12.0,11.6,0.4,2.3,-5.4,-3.2,771,2965,2948,1581,9.3,35.9,35.7,19.1,1031,8.8,13.0,13.3,53540,48757,58323,6887,6667,220,3.2,53540,76.2,302.7,265.0,104.9,96.0,7.4,6.6,6.120125557,3.850578996,0.269880537,6.832015161,7.450402848,19.93928406,0,12040,3359,27.9,27,23,9116,43.5,41.2,45.6,3969,33.9,32.2,35.4,3090,8.0,7.1,8.8,6.7,5.7,7.9,614,11.6,10.5,12.5,1056,3.3,3.0,3.6,302,6,843,23,725
1399,28001,31192,3440,11.02846884,3423,10.97396768,3881,12.4422929,4138,13.26622211,3743,11.99987176,4328,13.87535265,4375,14.02603232,2413,7.735957938,1451,4.651833804,13965,44.77109515,16581,53.15786099,156,0.500128238,160,0.512952039,8,0.025647602,322,1.032315978,31192,-145,2322,11.1,13.0,-1.9,13.2,-16.1,-2.8,4843,7757,5838,4003,21.6,34.6,26.0,17.8,8478,29.4,40.4,40.1,33392,29699,37085,11202,10506,696,6.2,33392,74.6,191.3,174.8,65.9,61.2,7.1,6.7,21.78665943,1.117532387,1.033978564,12.31374471,11.45731802,35.31193459,15,31583,7493,23.7,28,1,24933,56.4,54.7,58.1,14068,41.2,39.9,42.4,10272,10.7,9.9,11.5,11.4,10.1,12.8,2838,19.6,18.5,20.7,4882,4.7,4.4,4.9,1161,5,222,24,2662
2582,48123,20187,2532,12.54272552,2417,11.97305196,2118,10.49190073,2567,12.71610442,2474,12.2554119,2726,13.50374003,2527,12.5179571,1692,8.381631743,1134,5.617476594,17739,87.87338386,1913,9.4763957,192,0.951107148,72,0.356665181,8,0.039629465,263,1.302818646,20187,-21,1833,11.4,11.0,0.4,0.7,-2.1,-1.4,2767,5705,4218,1862,19.0,39.2,29.0,12.8,3370,18.4,25.2,25.0,49208,44241,54175,9784,9476,308,3.1,49208,81.2,224.8,199.9,72.9,66.5,6.2,5.4,6.963012308,4.109583931,0.367843984,7.638213502,6.76045195,23.84163548,0,20474,5292,25.8,48,123,15659,50.6,48.9,52.5,7926,38.0,36.5,39.4,5950,9.5,8.8,10.3,9.0,7.9,10.1,1404,15.5,14.7,16.4,2429,3.8,3.6,4.1,601,6,1543,43,1489
1449,28101,21443,2881,13.43562002,3350,15.62281397,2781,12.96926736,2340,10.91265215,2718,12.67546519,2520,11.75208693,2396,11.17380963,1588,7.405680175,869,4.05260458,13215,61.62850347,6652,31.02177867,1210,5.642867136,105,0.489670289,8,0.037308212,253,1.179872219,21443,19,734,13.4,13.1,0.3,0.0,0.6,0.6,2101,4183,5137,2277,15.3,30.5,37.5,16.6,4399,21.2,31.1,31.0,40792,36459,45125,8422,8012,410,4.9,40792,91.2,191.3,174.8,65.9,61.2,7.1,6.7,14.97728066,0.768249775,0.710810539,8.465107332,7.876355168,24.2752569,0,21437,4496,21.0,28,101,16036,53.3,51.6,55.1,8552,37.7,36.4,39.1,6046,9.1,8.5,9.8,10.1,9.1,11.4,1627,14.9,14.0,15.7,2382,3.8,3.5,4.0,602,6,145,24,1460
906,20041,18717,2327,12.43254795,2522,13.47438158,1919,10.25271144,2272,12.13869744,2093,11.1823476,2568,13.72014746,2411,12.88133782,1462,7.811080836,1143,6.106747876,17697,94.55040872,220,1.175402041,177,0.945664369,121,0.646471123,18,0.096169258,484,2.58588449,18717,-125,307,11.1,10.5,0.6,-0.2,-7.0,-7.1,1226,4397,4590,2893,9.4,33.5,35.0,22.1,2006,10.9,15.4,14.6,50605,45648,55562,9142,8821,321,3.5,50605,87.0,227.6,206.5,88.0,80.5,6.8,6.3,10.55581701,5.348623478,0.893580124,7.746503956,11.50082621,24.5123814,0,19162,4867,25.4,20,41,14278,50.3,48.0,52.5,7180,40.3,38.5,42.1,5754,8.4,7.5,9.3,8.5,7.2,10.0,1217,12.5,11.4,13.5,1780,3.4,3.1,3.7,481,6,592,16,1194
2786,49023,11555,2139,18.5114669,2193,18.97879706,1460,12.63522285,1460,12.63522285,1358,11.7524881,1085,9.389874513,955,8.264820424,624,5.400259628,281,2.431847685,11096,96.02769364,65,0.562527045,148,1.280830809,48,0.415404587,25,0.216356556,173,1.497187365,11555,307,122,17.0,7.2,9.8,-0.2,17.5,17.3,477,2287,2324,1047,7.8,37.3,37.9,17.1,968,8.5,10.7,10.2,65379,58978,71780,5574,5408,166,3.0,65379,91.6,216.2,199.9,65.3,62.2,5.8,5.4,4.412028389,2.916983144,0.197389837,3.549361695,3.84544645,13.51023772,0,10694,1708,16.0,49,23,7582,39.9,37.7,42.0,3024,30.4,28.7,32.0,2305,5.8,5.2,6.3,5.9,5.1,6.8,449,9.3,8.5,10.0,701,2.6,2.4,2.8,199,3,1663,44,437
1895,37015,19026,1745,9.171659834,1946,10.2281089,2388,12.55124566,2113,11.10585515,2148,11.28981394,2736,14.38032167,2955,15.53137811,1836,9.649952696,1159,6.091664039,6861,36.06117944,11640,61.17943866,131,0.688531483,151,0.793650794,21,0.110375276,222,1.166824346,19026,-248,1320,9.0,13.7,-4.7,1.1,-9.2,-8.1,3095,5529,3966,1945,21.3,38.0,27.3,13.4,4172,23.5,32.0,30.4,35433,31708,39158,7832,7445,387,4.9,35433,65.7,255.0,223.5,86.2,78.1,7.1,6.2,8.643001381,7.772654623,0.205218604,9.262321811,7.373211269,27.44615596,0,19913,5537,27.8,37,15,15676,55.6,53.8,57.2,8716,42.6,41.2,44.1,6678,10.6,9.8,11.5,11.0,9.8,12.3,1726,19.4,18.3,20.5,3044,4.8,4.5,5.1,746,6,1193,33,1665
388,13007,3092,309,9.993531695,346,11.19016818,359,11.61060802,309,9.993531695,352,11.38421734,472,15.26520052,493,15.94437257,283,9.152652005,169,5.465717982,1617,52.29624838,1388,44.89003881,15,0.485122898,34,1.099611902,2,0.064683053,36,1.164294955,3092,-88,0,9.6,8.6,1.0,-0.3,-28.7,-29.0,503,901,627,284,21.7,38.9,27.1,12.3,704,22.9,43.2,42.6,38288,34051,42525,1217,1155,62,5.1,38288,65.3,228.7,202.9,79.1,71.9,7.0,6.1,1.415277854,0.977908498,0.042619998,1.46318861,1.002598704,3.758789864,0,3251,919,28.3,13,7,2494,50.7,48.8,52.5,1264,35.8,34.5,37.2,893,9.7,9.0,10.5,10.4,9.1,11.7,260,18.2,17.2,19.3,455,4.3,4.0,4.6,107,4,290,10,242
2070,39059,39022,4637,11.88304034,4827,12.36994516,4660,11.94198145,4351,11.15012044,4560,11.68571575,5516,14.13561581,5347,13.70252678,3310,8.482394547,1814,4.64865973,37326,95.65373379,603,1.545282149,135,0.34595869,161,0.412587771,19,0.048690482,778,1.993747117,39022,-49,510,11.2,12.0,-0.8,0.4,-0.8,-0.4,3865,12071,7575,3877,14.1,44.1,27.7,14.2,7232,18.8,26.8,22.5,44623,40273,48973,18655,17623,1032,5.5,44623,79.5,292.7,248.6,93.7,83.7,8.3,7.1,20.15954722,7.464273487,0.647615857,26.39201529,18.04645012,76.05146627,11,39414,10004,25.4,39,59,30385,52.7,50.5,54.6,16014,37.6,35.9,39.2,11425,9.8,9.0,10.8,11.7,10.3,13.4,3562,14.2,13.2,15.3,4317,3.5,3.3,3.8,1077,5,1295,35,2985
2462,47073,56530,5624,9.948699805,6779,11.99186273,6319,11.1781355,5961,10.54484345,7298,12.90995931,8515,15.06279851,7937,14.04033257,5561,9.837254555,2536,4.486113568,54499,96.40721741,856,1.514240226,195,0.344949584,271,0.479391474,13,0.022996639,696,1.23120467,56530,60,456,9.3,12.8,-3.6,0.0,4.7,4.7,6637,17551,10768,5701,16.3,43.2,26.5,14.0,10252,18.4,27.6,25.3,42188,39205,45171,23706,22760,946,4.0,42188,80.6,253.1,225.8,85.1,77.8,8.1,7.4,47.99615362,9.953273333,0.960257075,29.95167068,20.75825294,84.36067155,6,56402,14964,26.5,47,73,45290,48.2,45.8,50.3,21840,33.8,32.1,35.5,15308,10.4,9.4,11.4,12.7,10.9,14.5,5757,14.9,13.6,16.0,6735,3.7,3.4,4.1,1688,3,1485,42,4708
2172,40087,39985,5228,13.07490309,5908,14.77554083,4348,10.87407778,5288,13.22495936,5172,12.93485057,5335,13.34250344,4605,11.51681881,2807,7.02013255,1294,3.23621358,34340,85.88220583,384,0.960360135,2804,7.012629736,213,0.532699762,39,0.097536576,2205,5.514567963,39985,651,194,11.3,9.3,2.0,0.2,14.2,14.4,2591,8534,8310,6220,10.1,33.3,32.4,24.2,3592,9.1,12.7,11.1,65831,62169,69493,19424,18887,537,2.8,65831,126.8,206.7,189.1,73.9,68.5,6.2,5.8,11.46896499,13.06103175,1.267569075,13.37538888,22.91764887,47.27525621,0,37919,7891,20.8,40,87,29720,43.8,41.7,45.8,13009,33.0,31.4,34.6,9808,7.6,6.9,8.3,7.8,6.8,9.0,2329,11.0,10.2,11.9,3276,2.9,2.7,3.1,857,2,1337,36,2263
880,19187,36277,4281,11.80086556,4927,13.58160818,5243,14.45268352,4091,11.27711773,3802,10.48046972,4701,12.95862392,4675,12.88695317,2692,7.42067977,1865,5.140998429,33160,91.40777903,1688,4.653085977,186,0.512721559,451,1.243211952,20,0.05513135,772,2.128070127,36277,-366,2720,11.7,11.5,0.2,1.0,-11.3,-10.3,2274,8433,9181,4857,9.2,34.1,37.1,19.6,4586,13.7,18.5,17.4,52093,47864,56322,19109,18487,622,3.3,52093,86.7,218.2,193.1,84.8,77.9,6.9,6.5,22.09163204,9.804454802,1.356302071,14.68944107,24.83871844,46.97632682,8,36945,8966,24.3,19,187,28393,43.2,40.9,45.1,12256,35.1,33.4,36.6,9966,7.9,7.1,8.8,7.7,6.6,9.0,2191,10.9,9.9,11.7,3086,3.2,3.0,3.5,914,5,440,15,2254
2846,51059,1150795,146876,12.76300297,149468,12.98823857,143540,12.47311641,164684,14.31045495,164599,14.30306875,159215,13.83521826,120500,10.47102221,67893,5.899660669,34020,2.956217224,745905,64.81649642,120772,10.49465804,6367,0.553269696,232588,20.21107148,1016,0.088286793,44147,3.836217571,1150795,3912,10623,12.2,5.2,7.0,8.8,-12.5,-3.7,61178,99667,141719,475312,7.9,12.8,18.2,61.1,69377,6.1,7.2,6.7,122035,120011,124059,630229,614909,15320,2.4,122035,168.1,263.2,231.8,90.3,81.7,7.3,6.3,605.0071128,283.9939596,12.97022841,573.9326073,503.8123099,1587.772128,178,1142004,205097,18.0,51,59,881633,27.5,26.1,29.0,242282,22.2,21.3,23.1,195723,4.9,4.5,5.4,4.3,3.5,5.1,38006,8.4,7.8,9.1,74010,2.3,2.2,2.5,20430,2,1697,46,43440
50,1101,225763,29734,13.17044866,29321,12.98751345,33292,14.74643764,30303,13.42248287,26985,11.95280006,28056,12.42719135,25618,11.34729783,14341,6.352236638,8113,3.59359151,81145,35.94255923,133229,59.01277003,760,0.336636207,7203,3.190513946,215,0.095232611,3211,1.422287975,225763,-1316,9120,13.5,9.7,3.8,1.1,-10.7,-9.6,21646,38289,41976,48131,14.4,25.5,28.0,32.1,43567,20.1,31.3,31.9,49640,47820,51460,105579,101360,4219,4.0,49640,99.5,217.1,196.7,77.2,71.2,7.6,6.9,117.1800015,24.71080047,4.665029621,105.5405216,86.27995379,292.9269095,88,227120,44214,19.5,1,101,172989,51.7,49.9,53.6,89485,36.6,35.2,37.8,63314,8.1,7.5,8.8,8.4,7.4,9.6,14595,15.9,14.9,16.9,27581,3.6,3.4,3.8,6253,3,50,0,13991
1887,36123,24841,3054,12.29419106,3197,12.86985226,3319,13.36097581,2485,10.00362304,2411,9.705728433,3273,13.17579808,3652,14.70150155,2248,9.049555171,1202,4.838774606,24033,96.74731291,234,0.941991063,82,0.330099432,205,0.825248581,5,0.020128014,282,1.135219999,24841,-111,1251,12.1,10.8,1.3,0.8,-6.5,-5.7,2287,5643,4616,4051,13.8,34.0,27.8,24.4,3014,12.7,21.1,20.0,51089,46685,55493,11783,11336,447,3.8,51089,75.5,375.1,304.1,112.9,94.8,10.2,7.4,16.03042169,11.30430101,0.211010229,26.33814427,8.237025814,62.16920656,0,25083,6750,26.9,36,123,19393,42.3,40.1,44.3,8206,32.9,31.3,34.3,6380,8.6,7.7,9.6,9.6,8.1,11.2,1867,12.5,11.3,13.5,2415,3.3,3.0,3.6,633,2,1186,32,1668
1702,31101,8021,862,10.74678968,870,10.84652786,732,9.126044134,800,9.973818726,812,10.12342601,1181,14.72384989,1282,15.98304451,952,11.86884428,530,6.607654906,7703,96.03540706,77,0.959980052,61,0.760503678,50,0.62336367,0,0.0,130,1.620745543,8021,-57,34,11.4,9.8,1.6,-0.5,-8.1,-8.6,531,1910,2323,1241,8.8,31.8,38.7,20.7,949,11.9,19.4,17.2,52086,47269,56903,4548,4412,136,3.0,52086,87.2,239.2,214.5,88.2,80.3,6.8,6.2,4.34462449,3.417494096,0.386650792,3.716836645,5.2384946,11.41243466,0,8129,2712,33.4,31,101,6436,44.8,42.6,46.8,2886,35.6,33.9,37.2,2291,9.0,8.1,10.0,8.2,6.9,9.5,526,12.4,11.3,13.4,797,3.6,3.3,3.8,229,6,1086,27,582
133,5049,12269,1257,10.24533377,1509,12.2992909,1144,9.32431331,1156,9.422120792,1318,10.7425218,1702,13.87236124,1926,15.6981009,1470,11.98141658,787,6.414540712,11830,96.42187627,82,0.668351129,96,0.782459858,40,0.326024941,2,0.016301247,219,1.784986551,12269,157,165,7.5,16.2,-8.6,0.5,21.2,21.7,1364,3282,3140,1043,15.4,37.2,35.6,11.8,2481,20.6,32.8,29.9,35630,31898,39362,4805,4613,192,4.0,35630,75.7,207.6,188.2,79.9,75.0,7.0,6.5,5.312533077,0.850819474,0.358239778,3.659745008,6.859477574,14.8058872,0,12092,4099,33.9,5,49,9748,53.4,51.1,55.7,5201,36.3,34.6,38.2,3539,13.0,11.8,14.2,13.4,11.6,15.4,1305,16.4,15.2,17.7,1600,4.4,4.1,4.8,430,6,128,3,1269
1105,21229,12084,1556,12.87653095,1582,13.09169149,1414,11.70142337,1267,10.48493876,1490,12.33035419,1786,14.77987421,1532,12.67792122,884,7.315458457,573,4.741807349,11077,91.66666667,674,5.577623304,26,0.215160543,109,0.902019199,6,0.049652433,192,1.588877855,12084,145,205,11.5,11.7,-0.2,2.7,9.7,12.5,1352,3399,1899,1434,16.7,42.0,23.5,17.7,1644,13.8,20.9,20.4,50246,45708,54784,6201,5969,232,3.7,50246,100.1,230.9,214.6,77.3,72.9,8.3,7.6,7.934482171,2.66646197,0.283953861,5.341036908,5.138212721,17.45910596,0,11999,2857,23.8,21,229,9206,54.2,51.8,56.4,4993,37.1,35.1,38.7,3415,9.8,8.9,10.8,11.9,10.2,13.6,1098,14.9,13.7,16.0,1372,3.5,3.2,3.7,319,6,64,17,904
703,18017,37955,4750,12.51482018,4890,12.88367804,4509,11.87985773,4423,11.65327361,4807,12.66499802,5199,13.69780003,4756,12.53062838,2846,7.498353313,1775,4.6765907,35191,92.717692,819,2.157818469,421,1.109208273,827,2.178896061,73,0.192333026,624,1.644052167,37955,50,1047,12.3,10.8,1.5,2.3,-2.6,-0.2,4098,9931,8303,3616,15.8,38.3,32.0,13.9,5004,13.5,17.3,16.0,48598,44631,52565,18296,17620,676,3.7,48598,87.2,230.8,212.0,80.3,74.4,6.5,6.1,19.58472868,4.792671803,0.748677725,14.9225083,18.84739456,49.37869907,5,38248,8878,23.2,18,17,29203,49.6,47.4,51.7,14498,36.6,35.0,38.1,10688,8.7,7.9,9.6,10.8,9.2,12.4,3141,14.1,12.9,15.1,4104,3.4,3.1,3.7,995,5,488,14,2545
482,13197,8351,884,10.58555862,1067,12.77691294,892,10.68135553,847,10.1424979,991,11.86684229,1342,16.06993174,1183,14.16596815,819,9.807208718,326,3.903724105,5347,64.02826009,2647,31.69680278,84,1.005867561,72,0.862172195,59,0.706502215,142,1.700395162,8351,-63,79,9.1,10.7,-1.7,-0.5,-5.4,-5.8,1412,2331,1579,803,23.1,38.1,25.8,13.1,1884,22.8,36.7,34.3,39114,34815,43413,3435,3261,174,5.1,39114,66.7,228.7,202.9,79.1,71.9,7.0,6.1,3.822440283,2.641175249,0.115109832,3.951839612,2.707859565,10.15189332,0,8558,2190,25.6,13,197,6576,48.8,46.9,50.6,3212,35.4,33.9,36.8,2328,10.0,9.2,10.8,11.3,10.0,12.7,742,17.4,16.4,18.4,1143,4.2,4.0,4.5,279,3,46,10,657
1145,22069,38659,5003,12.94135906,5955,15.40391629,6958,17.99839623,4085,10.5667503,3820,9.881269562,4255,11.00649267,4199,10.86163636,2862,7.403192012,1522,3.936987506,21104,54.59013425,15970,41.3099149,422,1.091595747,249,0.644093225,16,0.041387516,898,2.322874363,38659,-379,2192,13.6,10.2,3.4,0.3,-13.5,-13.2,3123,8097,7787,4129,13.5,35.0,33.7,17.8,11951,32.8,33.4,29.7,36298,32217,40379,16527,15566,961,5.8,36298,75.6,260.3,231.8,84.1,75.8,9.1,7.8,19.61165396,6.363002787,1.310761982,20.79797651,14.86636375,62.16164261,8,39051,8279,21.2,22,69,29596,49.5,47.5,51.2,14635,37.0,35.6,38.5,10951,9.2,8.6,9.9,10.6,9.5,11.7,3141,15.5,14.7,16.3,4584,3.9,3.7,4.2,1165,5,770,18,2724
2038,38101,67744,9630,14.21528106,8227,12.14424894,13669,20.17743269,10088,14.89135569,6963,10.27840104,7053,10.41125413,6122,9.036962683,3453,5.097130373,2539,3.747933396,59377,87.64909069,3205,4.731046292,1678,2.47697213,1235,1.823039679,123,0.181565895,2126,3.138285309,67744,-650,2528,16.5,7.2,9.3,3.5,-22.4,-18.9,2854,13459,14741,12246,6.6,31.1,34.0,28.3,7057,10.8,9.5,8.4,63938,59978,67898,32013,31093,920,2.9,63938,98.0,237.6,217.1,87.0,79.6,10.5,9.7,40.73141011,20.23201334,3.47598467,31.28386203,52.31802567,80.48241428,19,69628,11458,16.5,38,101,51780,42.9,41.1,44.8,22233,34.9,33.5,36.3,18071,5.8,5.2,6.4,5.2,4.4,6.0,2676,8.3,7.6,9.0,4312,2.4,2.2,2.5,1220,5,1280,34,2981
3057,55025,542364,61475,11.33463873,66383,12.23956605,100920,18.6074297,79679,14.69105619,64559,11.90326054,64541,11.89994174,57004,10.51028461,30893,5.695990147,16910,3.117832305,460466,84.89980898,29750,5.485246071,2527,0.465923255,34774,6.411561239,302,0.055682162,14545,2.681778289,542364,5584,12800,11.0,6.1,5.0,3.3,2.1,5.4,15107,62023,93730,176044,4.4,17.9,27.0,50.7,57062,10.8,8.4,7.8,71789,70144,73434,320589,313451,7138,2.2,71789,118.1,264.9,238.3,94.6,86.4,7.9,7.1,283.7033856,171.6587404,12.40794156,284.7296063,305.6271921,858.0138235,39,522837,93985,18.0,55,25,431740,29.4,27.6,31.2,126913,25.1,23.7,26.5,108367,4.9,4.4,5.4,4.5,3.7,5.3,19252,6.9,6.3,7.6,29825,2.3,2.2,2.5,10030,3,1800,49,21049
66,1133,23660,2523,10.6635672,2802,11.84277261,2549,10.77345731,2489,10.51986475,2953,12.48098056,3545,14.98309383,3220,13.60946746,2417,10.21555368,1162,4.911242604,22757,96.18343195,207,0.874894336,206,0.870667794,87,0.367709214,48,0.202874049,355,1.500422654,23660,-85,301,10.2,14.3,-4.1,0.1,0.5,0.6,3755,6420,4683,2326,21.9,37.4,27.3,13.5,4338,18.6,27.6,26.2,41156,36842,45470,9781,9371,410,4.2,41156,82.5,217.1,196.7,77.2,71.2,7.6,6.9,12.28048367,2.589696005,0.488895881,11.06066424,9.042153527,30.6987889,4,23968,6575,27.4,1,133,18827,52.3,49.9,54.6,9848,36.1,34.2,38.0,6797,11.0,9.8,12.1,12.4,10.5,14.3,2342,15.7,14.4,17.0,2947,3.9,3.6,4.2,731,6,66,0,2062
2313,44009,126179,10098,8.002916492,17145,13.5878395,18360,14.55075726,11678,9.255105842,13246,10.49778489,19454,15.4177795,18690,14.81229048,11209,8.883411661,6299,4.992114377,118061,93.56628282,1849,1.46537855,1205,0.954992511,2549,2.020145983,51,0.04041877,2464,1.952781366,126179,-190,7047,7.2,9.3,-2.1,0.2,0.5,0.7,5058,19531,22765,38670,5.9,22.7,26.5,45.0,9507,8.0,9.7,8.1,86715,82019,91411,69005,66529,2476,3.6,86715,135.9,370.0,325.3,117.5,106.6,10.1,8.6,77.92841963,36.39841958,1.312729887,156.0955174,33.77295981,308.014167,17,126190,33367,26.4,44,9,105337,35.7,33.6,38.0,37649,24.7,23.3,26.1,26018,6.8,6.1,7.6,7.2,5.9,8.6,7588,9.4,8.5,10.4,9906,2.7,2.5,3.0,2869,2,64,39,7179
2746,48451,118189,15904,13.45641303,16933,14.32705243,18611,15.74681231,16682,14.11468072,11975,10.13207659,13136,11.11440151,12419,10.50774607,7732,6.542063982,4797,4.058753353,107215,90.71487194,5181,4.383656685,1335,1.129546743,1699,1.437528027,187,0.158221154,2572,2.176175448,118189,500,5315,13.0,9.3,3.7,-0.5,1.1,0.6,10768,22881,23315,18162,14.3,30.5,31.0,24.2,17558,15.5,23.7,23.6,51393,47717,55069,54959,53221,1738,3.2,51393,84.8,224.8,199.9,72.9,66.5,6.2,5.4,40.76640718,24.06041587,2.153619288,44.71951333,39.58047533,139.5858253,29,116906,23527,20.1,48,451,89953,44.1,42.3,45.8,39665,33.7,32.3,35.1,30314,7.1,6.5,7.7,6.6,5.8,7.5,5971,12.2,11.5,12.9,10963,3.0,2.9,3.2,2728,4,1638,43,6368
907,20043,7682,877,11.41629784,1130,14.70971101,908,11.81983858,880,11.45535017,839,10.92163499,1006,13.09554803,1017,13.23873991,610,7.940640458,415,5.402239,7114,92.60609216,254,3.306430617,104,1.353814111,37,0.481645405,0,0.0,173,2.252017704,7682,17,427,9.1,9.4,-0.3,-0.1,2.7,2.6,505,1824,1756,980,10.0,36.0,34.7,19.3,955,13.3,17.8,16.4,50949,45973,55925,4181,4033,148,3.5,50949,87.6,227.6,206.5,88.0,80.5,6.8,6.3,4.332413649,2.195230302,0.366751216,3.179390041,4.720272849,10.06059272,0,7790,2038,26.2,20,43,6056,44.4,42.0,46.6,2690,36.3,34.4,38.1,2198,8.1,7.3,8.9,8.4,7.3,9.6,506,12.1,11.1,13.1,732,3.2,3.0,3.5,194,4,635,16,488
31,1063,8233,993,12.06121705,998,12.12194826,996,12.09765578,866,10.51864448,798,9.692700109,1098,13.33657233,1287,15.63221183,750,9.109680554,447,5.42936961,1519,18.45013968,6597,80.12875015,27,0.3279485,22,0.267217296,0,0.0,68,0.82594437,8233,-85,45,12.0,11.8,0.1,0.1,-10.4,-10.3,1406,2149,1689,589,24.1,36.8,29.0,10.1,2459,30.1,44.0,42.5,28524,25352,31696,2838,2647,191,6.7,28524,57.2,217.1,196.7,77.2,71.2,7.6,6.9,4.27325537,0.90113978,0.170121716,3.848793268,3.146409551,10.68229624,0,8533,2352,27.6,1,63,6408,62.4,60.4,64.2,3996,45.6,43.8,47.3,2922,12.5,11.6,13.5,13.4,11.9,14.9,859,25.6,24.2,27.0,1641,5.8,5.4,6.2,369,6,31,0,802
2465,47079,32358,3427,10.59088942,3852,11.90432042,3385,10.46109154,3378,10.43945856,3712,11.47166079,4686,14.48173558,4711,14.55899623,3519,10.8752086,1688,5.216638853,28991,89.59453613,2463,7.611718895,140,0.432659621,159,0.491377712,15,0.046356388,590,1.823351258,32358,-62,490,9.8,14.5,-4.7,0.2,2.6,2.8,3272,11010,5078,3986,14.0,47.2,21.8,17.1,5982,18.8,29.4,28.0,43159,39201,47117,14231,13636,595,4.2,43159,82.4,253.1,225.8,85.1,77.8,8.1,7.4,27.47319192,5.6972938,0.549655023,17.1444571,11.88210771,48.28838864,6,32263,9544,29.6,47,79,25720,49.8,47.5,52.1,12813,36.4,34.6,38.1,9362,11.0,10.0,12.1,12.7,11.1,14.5,3272,16.0,14.8,17.3,4114,4.0,3.7,4.3,1022,5,33,42,2820
